tokens,LOC,ORG,PER,sentiment,neutral,positive
jasna pogačar zobec in profa jasna pogačar in zobec ter veleposlanika,0,0,1,3,1,-1
daniti türka jesti zbor posredovati predlog,0,1,0,3,1,-1
mesto ustaven sodnikov sodišče republika slovenija sodnikov ustaven sodišče slovenija predlagati,0,1,0,3,1,-1
sodnik biti sodnik sodišče republika slovenija sodnik vrhoven sodišče slovenija dr,0,1,0,3,1,-1
zobec ter veleposlanika slovenija v republika republika slovenija v avstrija profa,1,0,0,3,1,-1
februar 2008 razrešiti,0,1,0,3,1,-1
za članica 1 januar erc za članica unija oda,1,0,0,3,1,-1
zamrznitev oda sobota v sklad s ta način jesti vrniti stanje v mejen spor med in slovenija vatikan tak slovenija kot država z večinoma,1,0,0,3,1,-1
svoj cona za in slovenija,1,0,0,3,1,-1
za italija in n ta med hrvaški in vatikan pra da biti tak kot hrvaški država,1,0,0,3,1,-1
svoj cona v kakršen jesti,1,0,0,3,1,-1
nov leto jesti sicer napovedati,1,0,0,3,1,-1
nadaljevanje pogovor z ljubljana in,1,0,0,3,1,-1
z rim in bruselj glede,1,0,0,3,1,-1
ljubljana in glede erc,1,0,0,3,1,-1
glede erc kot mediator dr hrvaški in slovenija pra ta ta smer biti biti po,1,0,0,3,1,-1
kunič član inštitut za bližnjevzhoden balkanski študija ter predsednik ter predsednik društvo za mednaroden mednaroden odnos jesti v,0,1,0,3,1,-1
rešen spor med in argentina dokaz,1,0,0,3,1,-1
med čilo in dokaz da,1,0,0,3,1,-1
jesti nekolik presenetiti n območje ki on danes zjutraj pobeliti na gorenjsko center ponekod po še vedno rahel,1,0,0,3,1,-1
električen energija oskrbovati celje jesti energija oskrbovati elekter jesti biti biti sporočiti z celje p sporočiti z elekter p zadnji pa biti z celje sporočiti biti z elekter sporočiti da,0,1,0,3,1,-1
jesti na območje dv jurklošter še na območje brez električen območje celje šentjur,1,0,0,3,1,-1
laško dv breza elektrika,1,0,0,3,1,-1
na območje pa 150 odjemalec selca brestanica in,1,0,0,3,1,-1
sneg presenetiti n celjski jesti,0,0,1,3,1,-1
laško podlog,1,0,0,3,1,-1
šentjur selca,1,0,0,3,1,-1
podlog krško,1,0,0,3,1,-1
krško in planina,1,0,0,3,1,-1
brestanica in n celjski,1,0,0,3,1,-1
pa na območje in na koroško,1,0,0,3,1,-1
predel s tak poročati,1,0,0,3,1,-1
na območje na koroško pa območje čren na pa jesti oda,1,0,0,3,1,-1
jesti zapadel na bobo prebrati tukaj z majhen snežen slovenija na biti povzročati težava,1,0,0,3,1,-1
na območje v ljubljana pa,1,0,0,3,1,-1
burja jesti med in vipav prepovedan,1,0,0,3,1,-1
med podnanos in prepovedan promet za,1,0,0,3,1,-1
ura na pa dva ura,1,0,0,3,1,-1
noben drug članica turist biti treba država po kjer se,1,0,0,3,1,-1
ever pozen le leten,1,0,0,3,1,-1
25 ever biti v četrtek in nizozemski biti predlog prometen,0,1,0,3,1,-1
s tak sistem lahek zbrati dovolj tudi finančen vzdržnost za avtocesta v,0,1,0,3,1,-1
dolg na za finance biti,0,1,0,3,1,-1
treba plačevati v estonija,1,0,0,3,1,-1
v belgija islandija,1,0,0,3,1,-1
estonija latvija,1,0,0,3,1,-1
islandija luksemburg,1,0,0,3,1,-1
latvija nemčija,1,0,0,3,1,-1
luksemburg na švedski,1,0,0,3,1,-1
nemčija na v ukrajina,1,0,0,3,1,-1
švedski v rusija,1,0,0,3,1,-1
v ukrajina na dansko,1,0,0,3,1,-1
rusija na finski,1,0,0,3,1,-1
na dansko irsko,1,0,0,3,1,-1
finski malt in,1,0,0,3,1,-1
irsko in nizozemski,1,0,0,3,1,-1
malt in vlad biti,1,0,0,3,1,-1
n obisk v jesti visok komisar da biti takšen sodelovanje koristiti,1,0,0,3,1,-1
jesti visok komisar za begunec antonio ob ta povedati in dodati jesti še poudariti gost sprejeti sprejeti tudi türka guterres turka boba guterres turka boba guterres jesti türek türek pa jesti jesti predstaviti svoj ta politika jesti predstaviti tudi,0,1,0,3,1,-1
in sodelovanje med zn in eu sodelovanje med urad in eu med eu in zn za begunec eu in urad za begunec in urad zn begunec da eu in zn za begunec eu in urad za begunec družiti in urad zn begunec družiti tudi,0,1,0,3,1,-1
urad zn in kota jesti vidik slovenski predsedovanje mogoč storiti na na relacija med in urad zn dodati da in urad zn specifičen problem rupel jesti specifičen problem problem jesti organizacija sedemindvajseti v trenuten razvoj jesti razvijanje evropski slovenski predsedstvo jesti predlagati številen omogočati država članica bobo begunec v sklop in ob ta omogočati država članica pri uporaba mednaroden,1,0,0,3,1,-1
kota jesti povedati biti z jesti dejati in dodati kota jesti izpostaviti jesti eu jesti še dejati imati,0,0,1,3,1,-1
na obisk na vzhod,1,0,0,3,1,-1
gost sprejeti tudi antonio guterres turka antonio guterres jesti predstaviti različen oblika jesti biti mnenje da,0,0,1,3,1,-1
ki on komisariat zn za on visok komisariat za begunec visok komisariat zn begunec unhcr za begunec omogočati država ki on komisariat zn za on visok komisariat za begunec visok komisariat zn begunec unhcr za begunec omogočati država,0,1,0,3,1,-1
za javnost v predsednik republika javnost v urad republika jesti v urad predsednik jesti biti,0,1,0,3,1,-1
zadnji dogodek ob dejati jesti zadnji dogodek ob temveč jesti,1,0,0,3,1,-1
vprašanje meja med in hrvaški pred meja premiera in hrvaški biti,1,0,0,3,1,-1
med slovenija in pred mednaroden pravosoden premiera slovenija in biti takrat sicer miren ozračje jesti za dogovor da biti pospešiti priprava na,1,0,0,3,1,-1
sklenjen lani na jesti ustrezen se lani na dogovoriti premiera janez podlaga dogovor z ustanoviti komisija za,1,0,0,3,1,-1
minister eu na pri kranj dejati na brd pri dejati vodja hrvaški jesti danes na pri kranj udeležiti na brd pri udeležiti neformalen srečanje,1,0,0,3,1,-1
bled dogovoriti premiera janša in iva sanader in biti lani skleniti,0,0,1,3,1,-1
janez janša in sanader že na meja in janša biti,0,0,1,3,1,-1
organ bobo oba država biti,0,1,0,3,1,-1
kopenski meja reševati sodišče v haag meddržaven sodišče v vodje hrvaški,0,1,0,3,1,-1
tudi minister država balkan zatrdilo,1,0,0,3,1,-1
gradnja avtocesta v biti se,1,0,0,3,1,-1
v cev predor in trojane v vozišče v predor in trojane v,1,0,0,3,1,-1
predor podmilja in v smer celje predor podmilja in v smer ljubljana,1,0,0,3,1,-1
trojane v smer ljubljana smer ljubljana obnavljati predvid do smer ljubljana p prvomajski,1,0,0,3,1,-1
smer celje izvajalec del trojane v smer celje obnavljati najprej v smer celje,1,0,0,3,1,-1
na cestninski postaja obračunavati nizek cestnina,1,0,0,3,1,-1
vozišče v predor nekaj več,1,0,0,3,1,-1
meter in okrog 800,1,0,0,3,1,-1
predor v za avtocesta v v rs pa ugotavljati,0,1,0,3,1,-1
soboten shod na zemljišče vplivati na enak kot zbor prijateljev na njegov,0,0,1,3,1,-1
skupaj ogledati tekma in manchester united da biti zmagati kar,0,1,0,3,1,-1
tekma chelseo in united pogovarjati biti ronalda zapustiti in ali biti,0,1,0,3,1,-1
ali biti zapustiti united in,0,0,1,3,1,-1
in ali biti kupiti kakaj iz,0,0,1,3,1,-1
biti abramovič kupiti iz milan,0,0,1,3,1,-1
kupiti kakaj iz organizirati pa,0,1,0,3,1,-1
beseda predsednik društvo podobnik prepričan slovenski jesti poudariti jesti poudariti mednaroden strokovnjak,0,0,1,3,1,-1
da izhodišče za reševanje meja slovenski in hrvaški janez janša,0,1,0,3,1,-1
reševanje meja s ki on junij podpirati vstop v eu in dobrososedski odnos s toda ta pravičen meja pa nasprotovati načelo med slovenija in pred tretji,1,0,0,3,1,-1
teden potrdilo odbor zbor za zunanji,0,1,0,3,1,-1
da biti izgubiti številen del odprt morje namreč pristajati na mejen vprašanje med in hrvaški pred,1,0,0,3,1,-1
vstop hrvaški v in se zavzemati,1,0,0,3,1,-1
mednaroden strokovnjak na ozp jesti minul hotel bonavio na v komisija,1,0,0,3,1,-1
slovenski del jesti pogačnik hrvaški,0,0,1,3,1,-1
hrvaški pa rudolfa slovenski,0,0,1,3,1,-1
hrvaški vlada janša in iva,0,0,1,3,1,-1
janez janša in sanader pred čas,0,0,1,3,1,-1
jesti po avstrija znan jesti jesti v začetek vendar pa jesti že nekaj dan,0,1,0,4,0,1
oecd jesti po in švica tudi uspel med drug in švica,0,1,0,4,0,1
po avstrija in tudi liechtenstein odstraniti drug avstrija in tuditi liechtenstein,0,1,0,4,0,1
med on biti britanija italija,0,1,0,4,0,1
velik britanija japonska,0,1,0,4,0,1
italija slovenija,0,1,0,4,0,1
japonska francija,0,1,0,4,0,1
slovenija nemčija,0,1,0,4,0,1
francija rusija in,0,1,0,4,0,1
nemčija in zda,0,1,0,4,0,1
rusija in oecd se,0,1,0,4,0,1
jesti podpisati z in nizozemski,0,1,0,4,0,1
z belgija in kota jesti,0,1,0,4,0,1
pomemben svetoven gospodarstvo objaviti več list,0,1,0,3,1,-1
se sprva znajti malezija,0,1,0,2,0,0
znajti kostarik filipin in,0,1,0,2,0,0
malezija in urugvati,0,1,0,2,0,0
filipin in vendar pa,0,1,0,2,0,0
manuela barrosa in p mnenje manuela barrosa k jesti poudariti predsednik komisija in dejati,0,0,1,3,1,-1
biti v okvir forum sodelovati v mejnik in prihodnost ter nekateri vprašanje mesto se premik da imeti priložnost doseči več razlog zakaj obstajati in zakaj le za državljan temveč za da jesti v zadnji let jesti lizbonski pogodba približati državljan da imeti težava s komunikacija vzhoden in srednji se jesti jesti na današnji forum poudariti zunanji pripeljati nazaj v in ta jaz varnosten struktura jugovzhoden stabilnost in za ali proti oceniti minister,1,0,0,3,1,-1
ves svet se trenuten bojevati n meja nastal nov zavesa ustaviti na meja p padec dimitrje rupel po beseda minister diplomacija se trenuten bojevati,1,0,0,2,0,0
preboj prispevati tudi predsednik evropski,1,0,0,3,1,-1
slovenija predsednik parlament hans predsednik evropski parlament gert pöttering jesti priznati predsednik parlament seved tudi drugje gert pöttering pöttering predsednik parlament rupel,0,1,0,3,1,-1
biti problem v vendar pa biti problem v vendar pa,1,0,0,3,1,-1
jaz uspevati balkan biti prekriti,1,0,0,3,1,-1
ocenjevati kot referendum za ali proti,0,0,1,3,1,-1
prepuščanje slovenski ozemlje v pismo dvostranski odnos se ne muditi ne v ne na hrvaški slovenija ne na rupel mena rešiti pred vstop v eu v eu se ne muditi v zveza s predvsem z ozemlje v upravljanje poudariti jesti ozemlje v upravljanje pa v,1,0,0,3,1,-1
vstop hrvaški v slovenija se,1,0,0,3,1,-1
predvsem z joras pisalo če primer ne biti rešen,0,0,1,3,1,-1
gled groženje podobnik z zaprtje,0,0,1,3,1,-1
na južen breg še vedno obstajati,1,0,0,3,1,-1
nekdanji premier država drnovšek in ivica tudi predmet sporazum račan iz,0,0,1,3,1,-1
janez drnovšek in račan in jesti sporazum drnovšek iz let 2001,0,0,1,3,1,-1
joras naj kjer stoja hiša predmet zapirati pot do hiša metod tekavčič naj nehati stavkati da biti nehati gladoven stavkati jesti da pozivati naj privesti do končanje gladoven stavka,0,0,1,3,1,-1
n seja odbor za zunanji politika koalicijski članov odbor za zunanji politika,0,1,0,3,1,-1
aktualen dogajanje ob spregovoriti tudi zunanji,1,0,0,3,1,-1
2005 pravi težava en zunanji politika z o zadnji dogodek,0,0,1,3,1,-1
čas sporazumevanje med in slovenija let vendarle pa jesti ta slovenski koncesija biti skupaj s še naprej iskati na meja s splošen slovenija skupaj s še naprej iskati da si žeti miren in med slovenija in jesti dodati da si prizadevati da,1,0,0,3,1,-1
hiša tekavčič jorasa naj,0,0,1,3,1,-1
poslanski skupina sls presečnik po srečanje jesti poudariti in izraziti pričakovanje,0,0,1,3,1,-1
odprt vprašanje med in ljubljana urejati,1,0,0,3,1,-1
med zagreb in urejati en oda,1,0,0,3,1,-1
njegov odločitev sprejeti oba država,0,1,0,3,1,-1
pridobiti pogodba s in egipt podjetje proizvoden tehnologija pa oklepen voziti s pogodba s in z delo ovadba tudi v p naš,1,0,0,3,1,-1
s slovenija in podjetje patrio jesti podjetje patrio jesti prodati topniški proizvoden,1,0,0,3,1,-1
ki ne ustrezati doktrina izbor,0,1,0,3,1,-1
na ura jesti v izjava odstoten delež medtem ko zagotoviti da v celota sodelovati,0,1,0,2,0,0
povedati visok predstavnik janen jaervinen visok predstavnik nbi jaervinen finski,0,1,0,3,1,-1
janen jaervinen jesti lastnica 73,1,0,0,3,1,-1
odstotek v last aeronavtičen obramben in vesoljski agencija namestnik,0,1,0,3,1,-1
namestnik direktor slovenija andrey mladen namestnik direktor patrio andrey mladen pa direktor patrio slovenija mladen pa jesti jesti še povedati erjavec,0,1,0,3,1,-1
pa jesti za slovenija potrdilo jesti za tv potrdilo da,0,1,0,3,1,-1
erjavec jesti za slovenija dejati jesti za radio dejati da,0,1,0,3,1,-1
kar se tikati za obramba,0,1,0,3,1,-1
oda predsednik uprava franje bobinec uprava gorenje bobinec saj,0,1,0,3,1,-1
saj v izdelovati školjka oklepnik,1,0,0,3,1,-1
tiskoven predstavnik leon kedro jaz tiskoven predstavnik policija kedro jaz včeraj,0,1,0,3,1,-1
kot neutemeljen pripor policist biti pripor policist biti popovič 9 glaven obravnava zaslišati ozek sorodnik in biti proces zoper političen motivirati sam na zaslišanje ozek sorodnikov zato ali jesti biti nezakonit priprt,0,0,1,2,0,0
le ozek sorodnik matoza popovič franc matoza praven zastopnik se jesti z predlog strinjati solza popovič zagovornik jesti predlagati biti strinjati mena da,0,0,1,3,1,-1
biti danes zaslišan žena eva popovič,0,0,1,3,1,-1
tedanji generalen direktor marko pogorevec generalen direktor policija pogorevec tedanji,0,1,0,3,1,-1
cerar poslanec pavel rupar in poslanec sds rupar in tedanji,0,1,0,3,1,-1
okrožen sodišče v se jesti začeti biti se v odpraviti po popoldanski,1,0,0,3,1,-1
in z on zabosti v prsen in z on zabosti v prsen v spor z čeprav biti,0,0,1,3,1,-1
tomaž ropotar iz pri ig in iz zagorica pri in 23,1,0,0,3,1,-1
leten brat in damir golić,0,0,1,2,0,0
brat samir in golić iz iški ker jesti golić tam želeti,0,0,1,2,0,0
damir golić iz vas pa,1,0,0,3,1,-1
se odpeljati proti soobtožen skupen jutranji prihod v kjer biti,1,0,0,3,1,-1
kjer biti v zapustiti livadić,1,0,0,3,1,-1
in se s avtomobil odpeljati proti,0,0,1,2,0,0
avtomobil odpeljati proti brati plahutnik,1,0,0,3,1,-1
bus jesti oda janša prejeti kristalen predsednik republika slovenija in predsednik vlada slovenija in predsednik slovenija in predsednik svet janez janša predsednik evropski svet janša pa jesti,0,0,1,3,1,-1
skled z zvezdica rogaški in gorski oblikovalec in steklopihač rogaški iz rogaški kristal iz protokol rs,0,1,0,3,1,-1
gorski kolo znamka oda daniti znamka gorski kolo jesti nastal pred,0,1,0,4,0,1
cult oda türek pa faksle doživetje predsednik slovenija daniti türka predsednik republika slovenija türka jesti oda,0,0,1,3,1,-1
türek pa faksle bibliti dariti tekmovanje faksle bibliti protokol evropski skled biblij iz let,0,0,1,3,1,-1
prejeti ob vrh zda protokol rs simbolik v steklo zvezda,1,0,0,3,1,-1
vrh eu biti vrhunski zbirka del ustanoviteljev država amerika,1,0,0,3,1,-1
biti sporočiti iz republika slovenija sporočiti iz protokol slovenija znamka dalmatinov bibliti rs simbolik evropa sporočati iz kristal iz iz rogaški rs laura,0,1,0,3,1,-1
deset leto v danes pa,1,0,0,3,1,-1
s sedež v in z lasten,1,0,0,3,1,-1
steklaren rogaški iz slatina biti ta,1,0,0,3,1,-1
protokol rs vrček za mleko mleko prva dama gospa laura bus dama zda gospa bus jesti oda türka jesti gospa bus podariti vaza,0,0,1,3,1,-1
vrček za mleko jurgec bricman,0,0,1,3,1,-1
bricman in bricman izdelek,0,0,1,3,1,-1
soprog ameriški predsednik bus si jesti soprog ameriški predsednik bus si jesti ukrep za bus in soproga,0,0,1,3,1,-1
in zaročenka predsednik svet in slovenski in slovenski premier bačovnik v naroden biti zaročenka predsednik janez janša urški zaročenka predsednik vlada janša urški bačovnik vlada janez janša bačovnik in soprog miklič türka in bačovnik biti pred,0,1,0,3,1,-1
prostovoljen del v kjer o,1,0,0,3,1,-1
in soprog predsednik komisija margarid sous predsednik evropski komisija sous uti barrosa in soproga predsednik komisija prirediti kosilo,0,1,0,3,1,-1
bolezen dojka miklič türka in,0,0,1,3,1,-1
prirediti kosilo v podrožnik po,0,1,0,3,1,-1
svoj soprog na pri kranj na brd pri kjer biti,1,0,0,3,1,-1
nastop jahalen šola lipica zakonec jahalen šola kobilaren zakonec bus,0,1,0,3,1,-1
potem z letališče pučnik ljubljana odpotovati letališče jože pučnik odpotovati v nemčija,0,1,0,3,1,-1
ljubljana odpotovati v ki jesti,1,0,0,3,1,-1
golobič jesti na po star pravilo jesti še napovedati prihodnost slovenija jesti na konvencija t po beseda ne pomen vloga golobič mena tudi predsednik stranka golobič ki,0,0,1,3,1,-1
razvojen vprašanje prihodnost golobič jesti,1,0,0,3,1,-1
biti kandidirati v v prestolnica predsednik republika nekdanji,1,0,0,3,1,-1
sedanji poslanec stranka širec in pavel,0,0,1,3,1,-1
majda širec in gantar poleg,0,0,1,3,1,-1
še podpredsednik branka lobnikar podpredsednik zares lobnikar celje,0,1,0,3,1,-1
branka lobnikar podpredsednik,1,0,0,3,1,-1
podpredsednik stranka kek nov,0,0,1,3,1,-1
franc kek mesto,1,0,0,3,1,-1
mesto lahovnik velenje,0,0,1,3,1,-1
mateja lahovnik cveta,1,0,0,3,1,-1
velenje zalokar orazati,0,0,1,3,1,-1
zalokar orazati alojz,1,0,0,3,1,-1
domžati posesti žalec,0,0,1,3,1,-1
alojz posesti ter viti,1,0,0,3,1,-1
žalec ter trofenik ormož,0,0,1,3,1,-1
viti trofenik iva,1,0,0,3,1,-1
nekdanji predsednik uprava branka tomažič predsednik uprava hiti tomažič nov,0,1,0,3,1,-1
branka tomažič gorica in,1,0,0,3,1,-1
in nekdanji direktorica novica barbara verdnik direktorica primorski novica verdnik koper,0,1,0,3,1,-1
barbara verdnik,1,0,0,3,1,-1
biti sestati s milan cvikl jesti,0,0,1,3,1,-1
zaprt vrata v sestati s finski v varovan območje zbor med,0,1,0,3,1,-1
skupina preiskovalec jesti po zaslišanje jesti še dejati jesti član nakup patrje pri biti nikjer,0,0,1,3,1,-1
zalokar orazati jesti po,0,1,0,3,1,-1
varnosten služba ministrstvo andreja lovšina služba obramben ministrstvo lovšina član,0,1,0,3,1,-1
zmaga jelinčič pa jesti,0,1,0,3,1,-1
jesti dodati kda biti poleg hrovat in še član komisija,0,0,1,3,1,-1
bobo zaslišanje cvikl jesti po beseda oda priča sicer pa mena da zat tudi ne videti poslanec poleg in jelinčič še pa jesti pojasnilo da,0,0,1,3,1,-1
robert hrovati pa jesti,1,0,0,3,1,-1
poslanski skupina sls bajec za,0,0,1,3,1,-1
pokrajina biti v a si šoštanje in dvom o biti biti v s ta,1,0,0,3,1,-1
delček želeti tudi enajsti referendumski,0,0,1,3,1,-1
deset občina iz in zgornji savinjski uprava na območje in zgornji savinjski,1,0,0,3,1,-1
iz šaleški in savinjski dolina območje šaleški in savinjski pokrajina dober,1,0,0,3,1,-1
